-411.4246,160.2148,-783.0069,-80.9616,305.9334,-572.4249,-404.1371,-477.7594,558.5918
828.5943,796.9145,858.2852,779.8978,-831.7565,323.0635,-592.3710,576.4720,-470.0071
289.4281,104.0637,783.2561,-553.1739,-356.3133,-929.2039,-287.8091,739.5075,-734.8484
13.8968,487.0506,247.6787,191.9913,-777.5402,908.0599,-984.9874,843.1955,78.3159
697.8177,-415.2731,222.4400,-518.6958,277.3431,349.6111,960.7288,-603.0110,-970.3498
863.4307,-577.0104,18.7394,-79.6994,824.2662,120.3138,302.8944,168.3118,-326.3280
-741.7350,-832.4855,399.6969,-754.0236,233.3683,-119.7803,430.3906,365.7168,856.2659
459.6021,166.1418,-144.8670,-177.4434,891.1485,-151.2525,589.9991,-864.2023,798.4787
-430.3275,243.4877,679.7365,-205.2292,968.0955,-617.8270,-562.2951,-644.9590,992.9002
-480.7631,-986.0195,-27.3261,585.6965,733.1260,-58.0056,-878.7100,685.2489,394.4229
-64.3412,809.4232,665.8250,810.6675,-288.1179,-938.8769,-36.0419,-8.9640,-45.5357
-402.4616,578.0749,-936.2450,-432.4350,-200.3928,930.7547,268.1846,353.7824,217.4311
688.6223,367.3543,-655.6246,-136.4645,167.3660,-23.0964,568.8721,964.5169,-882.1029
398.8319,-434.3809,-89.4721,-447.0671,40.7484,844.5538,-7.9121,-431.4480,-346.2410
785.9178,-867.1903,928.7555,996.4610,-146.5080,177.4906,-602.3231,883.4311,177.8178
-355.6829,-191.2804,774.8197,-354.2114,645.5302,341.8893,378.5667,727.2985,-412.4853
-58.6920,4.5443,805.7254,-981.3085,735.4151,-602.4711,-84.1510,506.8271,238.4502
-657.5153,417.8904,234.3858,774.3480,-324.4325,237.8119,550.1766,-51.3688,-477.2870
-40.3320,-592.3313,-355.0075,-95.0858,170.2117,-223.2089,-537.9090,-302.5541,-215.9284
-295.6624,405.9196,761.3581,-547.7007,173.5873,231.7532,-455.6395,527.5495,-778.0250
652.1165,-941.7423,597.6571,963.6169,910.9817,-574.9926,823.1811,-163.1895,-940.4172
-384.8321,-690.5893,547.6493,828.2225,156.1714,601.5205,697.3978,-541.0986,-299.9658
-590.9023,717.0280,707.5741,-791.4557,298.2742,-59.4324,-699.3868,-847.2092,-879.2829
789.1661,826.0717,-776.8599,617.0203,-26.7442,-544.8753,-27.6429,-379.4590,979.4775
-343.5911,326.5803,-305.2398,597.8551,375.0925,686.6627,981.1794,280.4216,661.0096
-738.0237,-835.0324,30.7836,-534.0361,323.2122,103.6338,-232.3613,968.3556,304.4630
208.4614,-300.1155,-431.3439,-794.3195,962.6422,619.9927,528.9455,447.4216,-894.3120
-842.6798,-346.6197,-299.9035,-486.8105,676.6181,692.3576,796.0932,-203.9485,42.6155
503.1046,-772.6003,-848.2477,175.8483,-272.2472,172.3599,-192.3858,120.6422,869.4191
-689.5910,294.0889,418.0155,904.1191,-823.5091,-454.6408,-311.9023,801.6566,164.7867
121.1568,-314.6706,717.5082,581.8112,440.0508,-776.4824,577.4498,-204.5060,674.1659
967.9417,-865.0813,813.9563,-58.9621,-428.4799,787.5634,21.3185,375.1403,327.9983
468.7431,-860.6875,955.0135,704.4133,-699.0314,716.6652,264.1819,-792.3975,780.7235
355.8816,-912.0320,-158.5528,-178.0388,187.7984,337.7344,-195.5661,388.0399,-194.4821
350.3756,882.2390,-590.1015,536.8650,-117.2302,110.3937,-958.7694,-783.1701,-315.7419
-472.7102,137.1332,-647.5244,-134.8859,-244.1172,-421.5389,323.1913,16.6786,-986.3551
-505.0877,807.7951,-561.0774,-624.6868,874.0752,888.6280,380.3803,247.7370,-369.8822
-718.9556,-933.0945,675.0055,-80.0582,-880.9855,-675.8169,239.1244,-268.5423,-933.0870
-604.7289,-245.7804,863.1199,-998.8530,-946.4377,792.8930,933.5585,-164.7756,-925.2434
-163.9961,-49.4843,-304.1191,655.1314,793.8662,-529.9659,765.8982,-456.1859,-785.3559
309.5352,664.1672,57.8134,226.4957,-153.8870,488.9262,-534.8201,-509.8657,-321.9574
-460.7831,881.6564,640.4041,-2.7411,881.4147,721.3656,-887.0863,-604.5359,-980.8333
779.5884,-648.5157,-547.6676,-623.2863,-133.7044,811.3936,-993.6953,-401.0455,773.1030
393.6320,224.7181,-874.6484,507.4258,-367.6590,-75.9222,570.2512,-710.5345,-591.7687
-717.9783,319.0913,205.4092,319.6150,-721.0639,-267.8116,-661.0532,630.1241,-386.8877
182.8485,-605.5920,-985.5720,220.9183,465.3373,56.6329,-102.6014,-619.7135,-968.4240
660.8668,887.0239,412.4270,-67.9150,-518.3780,-102.3834,-957.9576,726.6533,401.2013
672.8375,91.4037,459.5292,699.0862,-585.3888,-800.4519,322.1644,246.8501,-936.1722
-967.3295,717.3541,436.3207,-223.6960,215.7263,291.6928,-140.2581,-850.4518,399.4508
864.1748,-198.5537,967.6408,-522.9761,-415.8449,394.4895,369.7420,185.2188,891.1179
-877.2289,420.3838,568.8977,427.9062,681.7142,-758.5996,-611.4714,-123.8899,609.9894
881.0945,-32.0116,44.2085,-362.5614,-882.9178,-658.6377,-942.1539,969.3622,-372.7658
-781.6417,-14.1107,780.2569,-617.9637,531.5702,-885.1817,200.5338,-222.1681,-264.9025
-251.3387,-265.3453,-878.6902,-511.0488,-623.2915,261.6598,-355.7329,-106.8587,323.9213
-516.5360,-115.3530,-981.2797,879.5311,372.3979,-316.3906,-114.5021,174.3837,-352.7232
-589.6724,146.3657,-518.7628,-951.7982,-942.6142,-871.9492,228.6747,558.2419,344.4349
-77.7441,-629.1780,-83.9128,-46.5590,165.8384,633.8371,-4.7627,-985.0687,-464.2337
741.1221,-338.3086,0.2224,131.7603,322.1381,-911.5128,-72.7145,944.9775,113.0595
-524.9755,-259.6841,737.4288,340.6187,68.8357,515.7117,967.0320,664.9044,0.6597
372.1070,-392.6374,836.7080,979.2522,19.9432,-323.5014,464.3321,830.2409,972.4082
326.3062,303.2124,-76.8752,33.9847,567.1488,792.6785,-397.3152,276.5095,138.2990
209.4015,720.9495,256.4569,312.2031,40.0473,-117.2123,-920.4706,702.9163,882.3021
389.2263,511.8029,271.6611,983.7715,-99.7778,504.5160,-280.1792,-784.7863,851.6337
227.7546,851.1499,-979.7608,-594.9141,-277.3964,-953.8115,-938.4804,-338.0753,-746.7093
-427.6129,118.1828,418.2682,-590.7564,-281.0511,-36.3707,-763.5473,-690.1279,813.2860
597.7302,-294.9457,-572.3183,445.4945,112.0185,649.3304,832.5203,-277.2253,-676.7090
797.9236,-694.0531,252.8561,-504.0483,-524.1312,897.8406,-68.3401,615.3443,652.0407
715.0658,702.6547,-556.8468,84.8923,44.4414,301.3611,-329.8601,534.9126,-908.1859
166.1631,314.9659,-183.5066,741.9653,-349.8740,-902.8586,-542.7686,-764.2172,-698.2996
962.0930,-286.7056,-661.0760,394.6791,321.5805,-798.0408,332.7236,-146.2572,-607.7725
745.8901,-247.6871,150.0415,-368.7396,-881.1541,820.9758,-184.8806,174.0945,-334.9305
-741.8803,249.7784,873.8983,458.6731,321.5206,-760.3785,939.8928,-849.3537,-206.5685
-948.4928,596.3146,-945.6566,-580.2148,180.0195,128.0788,33.8188,457.7254,-393.0611
177.2995,-9.3909,872.8001,-259.9504,509.5638,276.6809,253.5882,-446.8688,-885.0019
326.5061,871.0365,-87.9491,-491.1064,-412.2620,518.0266,-367.7546,-121.4515,772.3078
-568.5487,-713.1905,648.3369,718.3453,460.0201,-109.3564,-667.0418,575.8156,784.5153
-10.5180,16.1400,590.0852,312.1004,431.3580,241.2065,-145.2770,-306.3295,120.8390
732.1139,165.8703,773.4488,298.0816,323.3645,-23.1529,-719.8969,336.3406,-361.1748
-457.2032,43.9023,-896.6448,-614.3501,16.9603,513.7187,-12.6217,-73.1767,764.4557
97.0940,-824.2376,-222.5484,-470.3264,498.9064,-512.1547,-218.0212,764.7033,6.8958
369.1011,-498.0225,454.7497,441.5284,-768.5941,-662.1821,-315.3288,-154.0419,-454.9054
20.7473,-644.9230,982.0632,-676.3052,-500.9613,305.9973,-173.4593,-888.2473,-880.4154
-714.9484,875.9234,117.3154,516.4865,-987.6941,933.4159,-502.0618,-164.6788,828.0964
852.0822,202.7488,672.1593,-727.7112,985.0714,873.4110,160.1734,721.2224,597.3254
-776.8346,-437.0783,558.1694,256.5447,-486.7519,-436.5352,32.5480,-482.0554,909.4867
-403.1838,620.9014,602.4412,709.9316,-344.0044,-772.0901,118.9668,485.0283,-423.3030
712.8252,757.6568,350.5719,-723.5216,545.4443,287.4066,55.1269,694.5631,255.6379
-614.3436,-840.4099,-171.0799,626.8492,248.6150,-433.6831,385.6147,-865.1748,-942.2175
-622.0874,512.1331,-96.0990,821.3477,-269.8600,-70.1178,209.7592,612.0117,641.5700
381.5594,-790.3458,566.5429,-809.2795,-662.3344,549.6295,831.7995,254.7652,-627.3743
565.6881,567.1408,956.5134,-227.8877,-423.5073,-434.7650,277.4678,329.5049,16.9077
400.6001,-92.8145,198.3286,706.9049,-54.2262,-905.7543,-186.9221,452.5154,-850.0459
535.9237,782.7340,-733.2250,733.5954,481.0176,236.8713,-379.9339,-414.1450,-58.3499
-191.5035,-677.7505,951.9201,-33.1601,696.4221,723.2378,966.4965,-845.2069,-461.8145
-245.6257,930.5371,-116.1902,-863.2859,-51.3177,-694.5538,-576.1348,440.3562,-442.7975
-111.2399,-854.3854,560.8443,412.5076,-259.3736,-666.3484,894.1139,-11.0203,-388.0511
-233.4281,193.3539,397.6789,604.3250,-830.6770,292.3813,-639.4690,241.4336,553.8682
-982.9059,677.7744,-781.9987,-820.8558,240.4596,588.0108,-717.3679,-958.9625,848.1635
-409.2629,-195.6747,-174.9796,-121.8513,-149.1340,130.3746,952.5206,466.6161,-804.2824
-79.1262,-706.0262,875.8008,297.8806,281.0642,554.8676,616.3803,718.5661,390.1196
-833.6065,997.1681,-949.8246,-186.4348,558.8312,782.0311,-549.4791,-316.5134,708.5527
-308.5021,817.4288,925.2702,-115.5251,-685.6869,-182.2187,-363.8992,-707.8623,-114.1132
-371.2430,-719.1642,395.0502,905.9560,789.9846,-513.1929,318.8378,371.8291,-493.7438
-646.8201,332.3797,-769.9578,-89.5783,644.2013,-108.8864,674.6512,-908.4347,539.8809
-867.0356,-448.4355,-131.5618,813.8701,-146.0727,-512.2962,-612.3825,-587.7104,-773.4717
-805.0889,133.9255,31.0962,518.4785,338.3191,-785.6391,317.5944,164.8284,446.3630
889.4915,-900.6328,-894.4956,-692.1099,350.5404,503.3952,624.3994,21.2802,737.3910
-782.1381,-688.5690,892.7586,-622.6276,957.7360,360.6907,72.3573,991.9229,-513.1877
88.5027,-850.1945,-110.4240,-671.4932,-892.9437,-290.9455,-300.3179,130.0115,-543.8916
372.8083,449.9344,-507.5298,916.7693,-327.1734,-9.4930,747.6650,815.4360,-689.7210
-464.1885,614.0543,-619.2251,596.1829,18.0253,892.4180,-831.9559,-368.3217,-829.0405
-892.2155,-348.2913,642.2175,-245.6634,-406.0521,-362.3900,271.6504,-720.1417,-458.9418
42.7805,-914.2350,459.9517,868.9490,-806.7706,475.0307,912.2814,-653.1336,230.7876
608.4615,-591.0175,422.0460,-449.3540,-863.6864,-845.2976,72.4271,105.4642,838.1753
-942.3482,-749.3556,940.7146,-259.3670,158.8612,99.0188,4.8480,-770.3912,245.4088
-445.2278,-85.7285,-534.8638,314.6784,854.2441,188.2133,498.7588,629.6501,-693.0738
-423.7246,950.4924,674.0568,171.8696,323.7836,926.8160,475.4215,-438.2214,283.8026
-431.3095,283.7369,454.1795,-697.3694,-731.5600,932.9179,-350.1061,-647.2275,181.3799
-742.8281,586.6957,613.8348,28.2713,-667.7217,-322.7870,733.4113,-789.6541,-426.2784
-996.5561,-11.3046,279.3520,-224.1304,689.1089,-10.0730,-109.7524,974.7161,-749.2252
-765.5118,143.4967,-934.1580,835.4361,876.3132,-449.0871,415.9179,637.2408,715.3055
24.2558,-632.2397,-829.5022,43.5464,860.5943,601.9435,641.9935,565.3330,-214.0428
-740.8879,571.0152,371.4453,-336.8689,438.4846,288.8096,793.4218,-617.0700,-682.8139
-607.5294,-492.4022,362.3544,111.1086,842.3818,-299.7092,746.7799,283.7057,591.7747
-963.5886,424.5242,-837.6983,762.9810,547.1257,-455.5891,3.4937,-297.0293,-727.6997
360.9461,-720.1598,-3.8691,-779.7132,881.5724,684.6499,694.1487,-400.3673,737.2644
523.4311,-489.8873,-495.3893,539.6444,-840.4018,774.1458,75.5001,-198.3190,-220.8478
555.2643,-813.9938,-266.8554,277.3339,955.0872,-930.8352,-654.9381,-442.7856,500.3359
736.0604,813.3633,380.6893,924.6283,-977.9648,-707.3678,790.6614,-265.1679,791.2658
965.1416,739.2086,829.1652,310.8352,782.6061,-335.2308,713.0590,-431.7213,-388.2139
339.2632,692.0925,-386.1257,494.8950,-995.0190,974.3603,-867.5707,-9.5006,852.8271
-837.9016,885.0318,843.3262,740.9923,-995.9998,357.8588,-336.9778,551.9308,-813.9371
-678.6001,-517.8013,126.8184,732.3151,-495.8407,-648.3658,-327.8443,743.2242,-291.7464
-362.0644,588.7008,-420.1799,-84.8923,99.2699,-719.3567,454.6000,231.0457,-949.3792
531.0913,834.8866,722.4394,993.0312,-474.1715,246.6388,778.1196,673.5550,509.5513
-682.2682,-847.3706,455.7287,-900.8949,600.3235,-978.1560,-816.6117,786.5710,581.2356
-572.5054,-732.1893,-636.4148,-843.6318,-618.0631,-526.6360,-319.7942,-642.0469,-344.5281
-363.7258,-692.2958,-207.2665,163.6518,-610.3550,-129.1131,4.0139,-71.3825,769.2451
-799.4064,185.0032,61.0039,-384.2995,-813.7502,840.3403,-698.8641,-852.4512,349.5378
104.8526,371.8628,-742.7598,-22.6063,-705.5197,-354.7784,-162.7361,-150.4776,615.1869
-613.7117,460.3649,-28.8285,336.5715,-428.1415,-491.8327,-597.8081,375.2404,-844.9479
519.2547,-696.6679,116.5237,-257.6806,-114.8031,-323.7732,393.6318,-308.0368,-865.7951
-670.6018,-982.7178,-171.4109,-585.8761,692.9918,634.4700,-732.5748,-805.2152,-949.4146
169.6348,534.8021,491.2285,-214.8983,-182.1810,13.3494,326.5975,907.3848,-271.1472
491.0411,-769.7061,-963.7939,-526.5262,628.0804,-464.5359,-957.3765,219.8860,-527.3773
758.5873,-485.3265,964.4099,101.6824,640.3062,-104.2162,-475.7128,-456.7295,530.6912
451.5111,369.3932,-84.2041,84.5412,-995.9869,-590.6628,602.1553,-674.1325,488.4872
571.4528,103.5770,77.8880,371.6937,-167.8998,-39.5863,-277.9080,871.2851,-286.7384
-638.2489,876.6645,714.9345,312.8618,172.0832,428.0940,126.6090,742.0390,811.0967
665.2314,745.8704,152.8997,989.3935,-21.3918,866.3892,52.1479,-179.2919,131.4673
-678.5980,534.7792,-675.1802,-412.3959,-575.0995,-832.3746,-883.9184,-20.3142,-693.8178
-571.4801,-560.8607,-6.2009,-741.5986,-172.4989,569.3701,312.9962,-642.6544,256.0713
-950.7062,-944.1280,789.2435,896.6852,301.1129,759.0456,647.6486,-629.7425,464.1723
94.9907,-203.7746,973.4981,-251.4468,97.0964,-130.2911,-913.0627,-920.8213,-685.1199
-334.2835,876.7894,-406.2285,-831.6912,-83.0534,-927.7645,-922.2129,-103.9523,4.6498
279.1641,-67.6997,-933.2230,749.0713,708.0803,580.2026,-150.6225,474.8297,-91.9119
794.7725,728.5028,889.9617,-485.2655,-48.5257,-888.7474,316.0425,551.6744,918.0356
-801.2554,-161.6765,-478.5033,-386.8383,234.2033,97.9223,182.8528,-807.6540,3.1208
142.5751,-268.2419,-821.6711,-493.9160,-45.0716,-536.1684,60.3827,424.0402,454.5321
344.0933,-180.7253,-957.1623,-654.5823,-717.8467,-114.7417,-930.7884,704.0392,-844.6541
-392.7786,602.7434,-153.8083,308.3517,-98.4172,-350.9900,-300.4507,-430.8975,-483.0409
686.2296,-617.2057,-61.4184,-471.0173,-102.3853,870.7476,599.7781,-340.7428,280.0775
844.7130,304.2997,928.8010,-938.7726,-59.9402,642.0449,-31.1741,-570.0413,-754.6861
-743.3106,67.4934,-117.7513,436.1214,851.0393,-526.0794,-531.4232,536.0684,-107.7005
846.9053,-676.2070,726.5396,-409.3917,-360.9132,58.2385,877.7328,118.8344,224.4361
453.4878,250.4870,908.3945,-457.2781,-286.3001,690.9325,-77.8213,991.5887,-500.9792
933.7142,-628.6565,-409.8953,-110.6787,-532.2188,150.0919,-982.2868,-636.1165,101.8616
996.0927,-312.9627,-196.5742,-283.4215,192.0570,157.0174,-686.1550,-930.4658,288.1326
336.7111,-824.3240,-608.9118,-646.9575,381.8524,-776.6184,823.0224,828.5539,192.4063
-619.7905,-603.2077,-969.5480,-89.1178,370.9498,977.7319,487.1474,6.4194,-905.6307
639.6406,-99.4872,-607.7556,-551.3784,490.4060,479.0713,-565.2475,633.3387,-303.6499
290.5935,-606.7687,-517.2515,-173.1283,793.9814,-541.7825,-532.1097,-687.8325,717.2720
-966.1836,796.6878,-111.0177,911.4412,-577.7101,359.4897,441.5416,275.6789,589.2197
885.4308,221.0886,-988.4062,-493.5418,557.6260,492.1389,397.2259,-175.7134,675.2605
-365.3197,-171.7985,-87.7512,-514.8055,-349.9070,-919.4575,-399.7695,34.8753,-559.1326
-367.6030,44.1725,267.8208,-345.8613,-282.3821,853.6383,-526.3563,44.6204,321.7988
-892.2877,343.1604,895.2142,-626.9275,604.6327,-440.3709,446.1498,-413.4002,-356.1270
-420.7975,-323.6043,-701.0955,908.4567,-818.6908,-600.7518,655.7466,242.1840,949.7825
-801.6045,-400.8738,472.4103,377.7788,174.3936,-373.5066,-127.5919,-392.3748,716.9084
